Sector,Pressure,Ecological Characteristic,Overlap,Frequency,DoI,Resilience,Persistence
Aggregates,Electromagnetic (EMF),Shelf rock & reef,NO,,,,
Aggregates,Electromagnetic (EMF),Shelf sediment,NO,,,,
Aggregates,Electromagnetic (EMF),Slope rock & reef,NO,,,,
Aggregates,Electromagnetic (EMF),Slope sediment,NO,,,,
Aggregates,Electromagnetic (EMF),Deep Sea rock & reef,NO,,,,
Aggregates,Electromagnetic (EMF),Deep Sea Sediment,NO,,,,
Aggregates,Electromagnetic (EMF),Coastal Pelagic,NO,,,,
Aggregates,Electromagnetic (EMF),Shelf Pelagic,NO,,,,
Aggregates,Electromagnetic (EMF),Oceanic Pelagic,NO,,,,
Aggregates,Electromagnetic (EMF),Marine Mammals,NO,,,,
Aggregates,Electromagnetic (EMF),Pelagic Fish,NO,,,,
Aggregates,Electromagnetic (EMF),Demersal Fish,NO,,,,
Aggregates,Electromagnetic (EMF),Deep-sea Fish,NO,,,,
Aggregates,Electromagnetic (EMF),Deep-sea Elasmobranchs,NO,,,,
Aggregates,Electromagnetic (EMF),Pelagic Elasmobranchs,NO,,,,
Aggregates,Electromagnetic (EMF),Demersal Elasmobranchs,NO,,,,
Aggregates,Electromagnetic (EMF),Reptiles,NO,,,,
Aggregates,Electromagnetic (EMF),Marine birds,NO,,,,
Aggregates,Electromagnetic (EMF),Cephalopods,NO,,,,
Agriculture,Sealing,Littoral rock & reef,NO,,,,
Agriculture,Sealing,Littoral sediment,NO,,,,
Agriculture,Sealing,Mangroves,NO,,,,
Agriculture,Sealing,Saltmarshes,NO,,,,
Agriculture,Sealing,Shallow rock & reef,NO,,,,
Agriculture,Sealing,Shallow sediment,NO,,,,
Agriculture,Sealing,Shelf rock & reef,NO,,,,
Agriculture,Sealing,Shelf sediment,NO,,,,
Agriculture,Sealing,Slope rock & reef,NO,,,,
Agriculture,Sealing,Slope sediment,NO,,,,
Agriculture,Sealing,Deep Sea rock & reef,NO,,,,
Agriculture,Sealing,Deep Sea Sediment,NO,,,,
Agriculture,Sealing,Coastal Pelagic,NO,,,,
Agriculture,Sealing,Shelf Pelagic,NO,,,,
Agriculture,Sealing,Oceanic Pelagic,NO,,,,
Agriculture,Sealing,Marine Mammals,NO,,,,
Agriculture,Sealing,Pelagic Fish,NO,,,,
Agriculture,Sealing,Demersal Fish,NO,,,,
Agriculture,Sealing,Deep-sea Fish,NO,,,,
Agriculture,Sealing,Deep-sea Elasmobranchs,NO,,,,
Agriculture,Sealing,Pelagic Elasmobranchs,NO,,,,
Agriculture,Sealing,Demersal Elasmobranchs,NO,,,,
Agriculture,Sealing,Reptiles,NO,,,,
Agriculture,Sealing,Marine birds,NO,,,,
Agriculture,Sealing,Cephalopods,NO,,,,
Agriculture,Changes in siltation/ Smothering,Littoral rock & reef,L,C,C,,
Agriculture,Changes in siltation/ Smothering,Littoral sediment,L,C,C,,
Agriculture,Changes in siltation/ Smothering,Mangroves,L,C,L,,
Agriculture,Changes in siltation/ Smothering,Saltmarshes,L,C,L,,
Agriculture,Changes in siltation/ Smothering,Shallow rock & reef,L,C,C,,
Agriculture,Changes in siltation/ Smothering,Shallow sediment,L,C,C,,
Agriculture,Changes in siltation/ Smothering,Shelf rock & reef,NO,,,,
Agriculture,Changes in siltation/ Smothering,Shelf sediment,NO,,,,
Agriculture,Changes in siltation/ Smothering,Slope rock & reef,NO,,,,
Agriculture,Changes in siltation/ Smothering,Slope sediment,NO,,,,
Agriculture,Changes in siltation/ Smothering,Deep Sea rock & reef,NO,,,,
Agriculture,Changes in siltation/ Smothering,Deep Sea Sediment,NO,,,,
Agriculture,Changes in siltation/ Smothering,Coastal Pelagic,L,C,L,,
Agriculture,Changes in siltation/ Smothering,Shelf Pelagic,NO,,,,
Agriculture,Changes in siltation/ Smothering,Oceanic Pelagic,NO,,,,
Agriculture,Changes in siltation/ Smothering,Marine Mammals,NO,C,L,,
Agriculture,Changes in siltation/ Smothering,Pelagic Fish,NO,,,,
Agriculture,Changes in siltation/ Smothering,Demersal Fish,NO,,,,
Agriculture,Changes in siltation/ Smothering,Deep-sea Fish,NO,,,,
Agriculture,Changes in siltation/ Smothering,Deep-sea Elasmobranchs,NO,,,,
Agriculture,Changes in siltation/ Smothering,Pelagic Elasmobranchs,NO,,,,
Agriculture,Changes in siltation/ Smothering,Demersal Elasmobranchs,NO,,,,
Agriculture,Changes in siltation/ Smothering,Reptiles,NO,,,,
Agriculture,Changes in siltation/ Smothering,Marine birds,NO,,,,
Agriculture,Changes in siltation/ Smothering,Cephalopods,NO,,,,
Agriculture,Abrasion,Littoral rock & reef,NO,,,,
Agriculture,Abrasion, Littoral sediment,NO,,,,
Agriculture,Abrasion,Mangroves,NO,,,,
Agriculture,Abrasion,Saltmarshes,NO,,,,
Agriculture,Abrasion,Shallow rock & reef,NO,,,,
Agriculture,Abrasion,Shallow sediment,NO,,,,
Agriculture,Abrasion,Shelf rock & reef,NO,,,,
Agriculture,Abrasion,Shelf sediment,NO,,,,
Agriculture,Abrasion,Slope rock & reef,NO,,,,
Agriculture,Abrasion, Slope sediment,NO,,,,
Agriculture,Abrasion,Deep Sea rock & reef,NO,,,,
Agriculture,Abrasion,Deep Sea Sediment,NO,,,,
Agriculture,Abrasion,Coastal Pelagic,NO,,,,
Agriculture,Abrasion,Shelf Pelagic,NO,,,,
Agriculture,Abrasion,Oceanic Pelagic,NO,,,,
Agriculture,Abrasion,Marine Mammals,NO,,,,
Agriculture,Abrasion,Pelagic Fish,NO,,,,
Agriculture,Abrasion,Demersal Fish,NO,,,,
Agriculture,Abrasion,Deep-sea Fish,NO,,,,
Agriculture,Abrasion,Deep-sea Elasmobranchs,NO,,,,
Agriculture,Abrasion,Pelagic Elasmobranchs,NO,,,,
Agriculture,Abrasion,Demersal Elasmobranchs,NO,,,,
Agriculture,Abrasion,Reptiles,NO,,,,
Agriculture,Abrasion,Marine birds,NO,,,,
Agriculture,Abrasion,Cephalopods,NO,,,,
Agriculture,Non-living Resources,Littoral rock & reef,NO,,,,
Agriculture,Non-living Resources,Littoral sediment,NO,,,,
Agriculture,Non-living Resources,Mangroves,NO,,,,
Agriculture,Non-living Resources,Saltmarshes,NO,,,,
Agriculture,Non-living Resources,Shallow rock & reef,NO,,,,
Agriculture,Non-living Resources,Shallow sediment,NO,,,,
Agriculture,Non-living Resources,Shelf rock & reef,NO,,,,
Agriculture,Non-living Resources, Shelf sediment,NO,,,,
Agriculture,Non-living Resources,Slope rock & reef,NO,,,,
Agriculture,Non-living Resources,Slope sediment,NO,,,,
Agriculture,Non-living Resources,Deep Sea rock & reef,NO,,,,
Agriculture,Non-living Resources,Deep Sea Sediment,NO,,,,
Agriculture,Non-living Resources,Coastal Pelagic,NO,,,,
Agriculture,Non-living Resources, Shelf Pelagic,NO,,,,
Agriculture,Non-living Resources,Oceanic Pelagic,NO,,,,
Agriculture,Non-living Resources,Marine Mammals,NO,,,,
Agriculture,Non-living Resources,Pelagic Fish,NO,,,,
Agriculture,Non-living Resources,Demersal Fish,NO,,,,
Agriculture,Non-living Resources,Deep-sea Fish,NO,,,,
Agriculture,Non-living Resources,Deep-sea Elasmobranchs,NO,,,,
Agriculture,Non-living Resources,Pelagic Elasmobranchs,NO,,,,
Agriculture,Non-living Resources,Demersal Elasmobranchs,NO,,,,
Agriculture,Non-living Resources,Reptiles,NO,,,,
Agriculture,Non-living Resources,Marine birds,NO,,,,
Agriculture,Non-living Resources,Cephalopods,NO,,,,
Agriculture,Noise,Littoral rock & reef,NO,,,,
Agriculture,Noise,Littoral sediment,NO,,,,
Agriculture,Noise,Mangroves,NO,,,,
Agriculture,Noise,Saltmarshes,NO,,,,
Agriculture,Noise,Shallow rock & reef,NO,,,,
Agriculture,Noise,Shallow sediment,NO,,,,
Agriculture,Noise,Shelf rock & reef,NO,,,,
Agriculture,Noise,Shelf sediment,NO,,,,
Agriculture,Noise,Slope rock & reef,NO,R,A,M,L
Agriculture,Noise,Slope sediment,NO,,,,
Agriculture,Noise,Deep Sea rock & reef,NO,,,,
Agriculture,Noise,Deep Sea Sediment,NO,,,,
Agriculture,Noise,Coastal Pelagic,NO,,,,
Agriculture,Noise,Shelf Pelagic,NO,,,,
Agriculture,Noise,Oceanic Pelagic,NO,,,,
Agriculture,Noise,Marine Mammals,NO,,,,
Agriculture,Noise,Pelagic Fish,NO,,,,
Agriculture,Noise,Demersal Fish,NO,,,,
Agriculture,Noise,Deep-sea Fish,NO,,,,
Agriculture,Noise,Deep-sea Elasmobranchs,NO,,,,
Agriculture,Noise,Pelagic Elasmobranchs,NO,,,,
Agriculture,Noise,Demersal Elasmobranchs,NO,,,,
Agriculture,Noise,Reptiles,NO,,,,
Agriculture,Noise,Marine birds,NO,,,,
Agriculture,Noise,Cephalopods,NO,,,,
Agriculture,Litter,Littoral rock & reef,NO,,,,
Agriculture,Litter,Littoral sediment,NO,,,,
Agriculture,Litter,Mangroves,NO,,,,
Agriculture,Litter, Saltmarshes,NO,,,,
Agriculture,Litter,Shallow rock & reef,NO,,,,
Agriculture,Litter,Shallow sediment,NO,,,,
Agriculture,Litter,Shelf rock & reef,NO,,,,
Agriculture,Litter,Shelf sediment,NO,,,,
Agriculture,Litter,Slope rock & reef,NO,,,,
Agriculture,Litter,Slope sediment,NO,,,,
Agriculture,Litter,Deep Sea rock & reef,NO,,,,
Agriculture,Litter,Deep Sea Sediment,NO,,,,
Agriculture,Litter,Coastal Pelagic,NO,,,,
Agriculture,Litter, Shelf Pelagic,NO,,,,
Agriculture,Litter,Oceanic Pelagic,NO,,,,
Agriculture,Litter,Marine Mammals,NO,,,,
Agriculture,Litter,Pelagic Fish,NO,,,,
Agriculture,Litter,Demersal Fish,NO,,,,
Agriculture,Litter, Deep-sea Fish,NO,,,,
Agriculture,Litter,Deep-sea Elasmobranchs,NO,,,,
Agriculture,Litter,Pelagic Elasmobranchs,NO,,,,
Agriculture,Litter,Demersal Elasmobranchs,NO,,,,
Agriculture,Litter,Reptiles,NO,,,,
Agriculture,Litter,Marine birds,NO,,,,
Agriculture,Litter,Cephalopods,NO,,,,
Agriculture,Thermal Regime,Littoral rock & reef,NO,,,,
Agriculture,Thermal Regime,Littoral sediment,NO,,,,
Agriculture,Thermal Regime,Mangroves,NO,,,,
Agriculture,Thermal Regime,Saltmarshes,NO,,,,
Agriculture,Thermal Regime,Shallow rock & reef,NO,,,,
Agriculture,Thermal Regime,Shallow sediment,NO,,,,
Agriculture,Thermal Regime,Shelf rock & reef,NO,,,,
Agriculture,Thermal Regime,Shelf sediment,NO,,,,
Agriculture,Thermal Regime,Slope rock & reef,NO,,,,
Agriculture,Thermal Regime,Slope sediment,NO,,,,
Agriculture,Thermal Regime,Deep Sea rock & reef,NO,,,,
Agriculture,Thermal Regime,Deep Sea Sediment,NO,,,,
Agriculture,Thermal Regime,Coastal Pelagic,NO,,,,
Agriculture,Thermal Regime, Shelf Pelagic,NO,,,,
Agriculture,Thermal Regime,Oceanic Pelagic,NO,,,,
Agriculture,Thermal Regime,Marine Mammals,NO,,,,
Agriculture,Thermal Regime,Pelagic Fish,NO,,,,
Agriculture,Thermal Regime,Demersal Fish,NO,,,,
Agriculture,Thermal Regime,Deep-sea Fish,NO,,,,
Agriculture,Thermal Regime,Deep-sea Elasmobranchs,NO,,,,
Agriculture,Thermal Regime,Pelagic Elasmobranchs,NO,,,,
Agriculture,Thermal Regime,Demersal Elasmobranchs,NO,,,,
Agriculture,Thermal Regime,Reptiles,NO,,,,
Agriculture,Thermal Regime,Marine birds,NO,,,,
Agriculture,Thermal Regime,Cephalopods,NO,,,,
Agriculture,Salinity Regime,Littoral rock & reef,NO,,,,
Agriculture,Salinity Regime,Littoral sediment,NO,,,,
Agriculture,Salinity Regime,Mangroves,NO,,,,
Agriculture,Salinity Regime,Saltmarshes,NO,,,,
Agriculture,Salinity Regime,Shallow rock & reef,NO,,,,
Agriculture,Salinity Regime,Shallow sediment,NO,,,,
Agriculture,Salinity Regime, Shelf rock & reef,NO,,,,
Agriculture,Salinity Regime,Shelf sediment,NO,,,,
Agriculture,Salinity Regime,Slope rock & reef,NO,,,,
Agriculture,Salinity Regime,Slope sediment,NO,,,,
Agriculture,Salinity Regime,Deep Sea rock & reef,NO,,,,
Agriculture,Salinity Regime,Deep Sea Sediment,NO,,,,
Agriculture,Salinity Regime,Coastal Pelagic,NO,,,,
Agriculture,Salinity Regime,Shelf Pelagic,NO,,,,
Agriculture,Salinity Regime,Oceanic Pelagic,NO,,,,
Agriculture,Salinity Regime,Marine Mammals,NO,,,,
Agriculture,Salinity Regime, Pelagic Fish,NO,,,,
Agriculture,Salinity Regime,Demersal Fish,NO,,,,
Agriculture,Salinity Regime,Deep-sea Fish,NO,,,,
Agriculture,Salinity Regime,Deep-sea Elasmobranchs,NO,,,,
Agriculture,Salinity Regime,Pelagic Elasmobranchs,NO,,,,
Agriculture,Salinity Regime,Demersal Elasmobranchs,NO,,,,
Agriculture,Salinity Regime,Reptiles,NO,,,,
Agriculture,Salinity Regime,Marine birds,NO,,,,
Agriculture,Salinity Regime,Cephalopods,NO,,,,
Agriculture,Introduction of Contaminating compounds,Littoral rock & reef,NO,,,,
Agriculture,Introduction of Contaminating compounds,Littoral sediment,W,P,C,,
Agriculture,Introduction of Contaminating compounds,Mangroves,W,P,C,,
Agriculture,Introduction of Contaminating compounds, Saltmarshes,W,P,C,,
Agriculture,Introduction of Contaminating compounds,Shallow rock & reef,NO,,,,
Agriculture,Introduction of Contaminating compounds,Shallow sediment,W,P,L,,
Agriculture,Introduction of Contaminating compounds,Shelf rock & reef,NO,,,,
Agriculture,Introduction of Contaminating compounds,Shelf sediment,NO,,,,
Agriculture,Introduction of Contaminating compounds,Slope rock & reef,NO,,,,
Agriculture,Introduction of Contaminating compounds,Slope sediment,NO,,,,
Agriculture,Introduction of Contaminating compounds,Deep Sea rock & reef,NO,,,,
Agriculture,Introduction of Contaminating compounds,Deep Sea Sediment,NO,,,,
Agriculture,Introduction of Contaminating compounds,Coastal Pelagic,W,P,L,,
Agriculture,Introduction of Contaminating compounds,Shelf Pelagic,NO,,,,
Agriculture,Introduction of Contaminating compounds,Oceanic Pelagic,NO,,,,
Agriculture,Introduction of Contaminating compounds, Marine Mammals,S,P,L,,
Agriculture,Introduction of Contaminating compounds,Pelagic Fish,S,P,L,,
Agriculture,Introduction of Contaminating compounds,Demersal Fish,L,P,C,,
Agriculture,Introduction of Contaminating compounds,Deep-sea Fish,NO,,,,
Agriculture,Introduction of Contaminating compounds, Deep-sea Elasmobranchs,NO,,,,
Agriculture,Introduction of Contaminating compounds,Pelagic Elasmobranchs,S,P,L,,
Agriculture,Introduction of Contaminating compounds,Demersal Elasmobranchs,L,P,C,,
Agriculture,Introduction of Contaminating compounds,Reptiles,S,P,L,,
Agriculture,Introduction of Contaminating compounds,Marine birds,NO,,,,
Agriculture,Introduction of Contaminating compounds, Cephalopods,S,P,L,,
Agriculture,Input of Organic Matter (including N&P),Littoral rock & reef,NO,,,,
Agriculture,Input of Organic Matter (including N&P),Littoral sediment,W,P,C,,
Agriculture,Input of Organic Matter (including N&P),Mangroves,W,P,C,,
Agriculture,Input of Organic Matter (including N&P),Saltmarshes,W,P,C,,
Agriculture,Input of Organic Matter (including N&P), Shallow rock & reef,NO,,,,
Agriculture,Input of Organic Matter (including N&P),Shallow sediment,W,P,L,,
Agriculture,Input of Organic Matter (including N&P),Shelf rock & reef,NO,,,,
Agriculture,Input of Organic Matter (including N&P),Shelf sediment,NO,,,,
Agriculture,Input of Organic Matter (including N&P),Slope rock & reef,NO,,,,
Agriculture,Input of Organic Matter (including N&P),Slope sediment,NO,,,,
Agriculture,Input of Organic Matter (including N&P),Deep Sea rock & reef,NO,,,,
Agriculture,Input of Organic Matter (including N&P),Deep Sea Sediment,NO,,,,
Agriculture,Input of Organic Matter (including N&P),Coastal Pelagic,W,P,L,,
Agriculture,Input of Organic Matter (including N&P),Shelf Pelagic,NO,,,,
Agriculture,Input of Organic Matter (including N&P),Oceanic Pelagic,NO,,,,
Agriculture,Input of Organic Matter (including N&P),Marine Mammals,NO,,,,
Agriculture,Input of Organic Matter (including N&P),Pelagic Fish,NO,,,,
Agriculture,Input of Organic Matter (including N&P),Demersal Fish,NO,,,,
Agriculture,Input of Organic Matter (including N&P),Deep-sea Fish,NO,,,,
Agriculture,Input of Organic Matter (including N&P),Deep-sea Elasmobranchs,NO,,,,
Agriculture,Input of Organic Matter (including N&P),Pelagic Elasmobranchs,NO,,,,
Agriculture,Input of Organic Matter (including N&P),Demersal Elasmobranchs,NO,,,,
Agriculture,Input of Organic Matter (including N&P),Reptiles,NO,,,,
Agriculture,Input of Organic Matter (including N&P),Marine birds,NO,,,,
Agriculture,Input of Organic Matter (including N&P),Cephalopods,NO,,,,
Agriculture,Invasive species,Littoral rock & reef,NO,,,,
Agriculture,Invasive species,Littoral sediment,NO,,,,
Agriculture,Invasive species,Mangroves,NO,,,,
Agriculture,Invasive species,Saltmarshes,NO,,,,
Agriculture,Invasive species,Shallow rock & reef,NO,,,,
Agriculture,Invasive species,Shallow sediment,NO,,,,
Agriculture,Invasive species,Shelf rock & reef,NO,,,,
Agriculture,Invasive species,Shelf sediment,NO,,,,
Agriculture,Invasive species,Slope rock & reef,NO,,,,
Agriculture,Invasive species,Slope sediment,NO,,,,
Agriculture,Invasive species,Deep Sea rock & reef,NO,,,,
Agriculture,Invasive species,Deep Sea Sediment,NO,,,,
Agriculture,Invasive species,Coastal Pelagic,NO,,,,
Agriculture,Invasive species,Shelf Pelagic,NO,,,,
Agriculture,Invasive species,Oceanic Pelagic,NO,,,,
Agriculture,Invasive species,Marine Mammals,NO,,,,
Agriculture,Invasive species,Pelagic Fish,NO,,,,
Agriculture,Invasive species,Demersal Fish,NO,,,,
Agriculture,Invasive species,Deep-sea Fish,NO,,,,
Agriculture,Invasive species,Deep-sea Elasmobranchs,NO,,,,
Agriculture,Invasive species,Pelagic Elasmobranchs,NO,,,,
Agriculture,Invasive species,Demersal Elasmobranchs,NO,,,,
Agriculture,Invasive species,Reptiles,NO,,,,
Agriculture,Invasive species,Marine birds,NO,,,,
Agriculture,Invasive species,Cephalopods,NO,,,,
Agriculture,Species Extraction,Littoral rock & reef,NO,,,,
Agriculture,Species Extraction,Littoral sediment,NO,,,,
Agriculture,Species Extraction,Mangroves,NO,,,,
Agriculture,Species Extraction,Saltmarshes,NO,,,,
Agriculture,Species Extraction,Shallow rock & reef,NO,,,,
Agriculture,Species Extraction,Shallow sediment,NO,,,,
Agriculture,Species Extraction,Shelf rock & reef,NO,,,,
Agriculture,Species Extraction,Shelf sediment,NO,,,,
Agriculture,Species Extraction,Slope rock & reef,NO,,,,
Agriculture,Species Extraction,Slope sediment,NO,,,,
Agriculture,Species Extraction,Deep Sea rock & reef,NO,,,,
Agriculture,Species Extraction,Deep Sea Sediment,NO,,,,
Agriculture,Species Extraction,Coastal Pelagic,NO,,,,
Agriculture,Species Extraction,Shelf Pelagic,NO,,,,
Agriculture,Species Extraction,Oceanic Pelagic,NO,,,,
Agriculture,Species Extraction,Marine Mammals,NO,,,,
Agriculture,Species Extraction,Pelagic Fish,NO,,,,
Agriculture,Species Extraction,Demersal Fish,NO,,,,
Agriculture,Species Extraction,Deep-sea Fish,NO,,,,
Agriculture,Species Extraction,Deep-sea Elasmobranchs,NO,,,,
Agriculture,Species Extraction,Pelagic Elasmobranchs,NO,,,,
Agriculture,Species Extraction,Demersal Elasmobranchs,NO,,,,
Agriculture,Species Extraction,Reptiles,NO,,,,
Agriculture,Species Extraction,Marine birds,NO,,,,
Agriculture,Species Extraction,Cephalopods,NO,,,,
Agriculture,Bycatch,Littoral rock & reef,NO,,,,
Agriculture,Bycatch,Littoral sediment,NO,,,,
Agriculture,Bycatch,Mangroves,NO,,,,
Agriculture,Bycatch,Saltmarshes,NO,,,,
Agriculture,Bycatch,Shallow rock & reef,NO,,,,
Agriculture,Bycatch,Shallow sediment,NO,,,,
Agriculture,Bycatch,Shelf rock & reef,NO,,,,
Agriculture,Bycatch,Shelf sediment,NO,,,,
Agriculture,Bycatch,Slope rock & reef,NO,,,,
Agriculture,Bycatch,Slope sediment,NO,,,,
Agriculture,Bycatch,Deep Sea rock & reef,NO,,,,
Agriculture,Bycatch,Deep Sea Sediment,NO,,,,
Agriculture,Bycatch,Coastal Pelagic,NO,,,,
Agriculture,Bycatch,Shelf Pelagic,NO,,,,
Agriculture,Bycatch,Oceanic Pelagic,NO,,,,
Agriculture,Bycatch,Marine Mammals,NO,,,,
Agriculture,Bycatch,Pelagic Fish,NO,,,,
Agriculture,Bycatch,Demersal Fish,NO,,,,
Agriculture,Bycatch,Deep-sea Fish,NO,,,,
Agriculture,Bycatch,Deep-sea Elasmobranchs,NO,,,,
Agriculture,Bycatch,Pelagic Elasmobranchs,NO,,,,
Agriculture,Bycatch,Demersal Elasmobranchs,NO,,,,
Agriculture,Bycatch,Reptiles,NO,,,,
Agriculture,Bycatch,Marine birds,NO,,,,
Agriculture,Bycatch, Cephalopods,NO,,,,
Agriculture,Incidental Loss of spp.,Littoral rock & reef,NO,,,,
Agriculture,Incidental Loss of spp.,Littoral sediment,NO,,,,
Agriculture,Incidental Loss of spp.,Mangroves,NO,,,,
Agriculture,Incidental Loss of spp.,Saltmarshes,NO,,,,
Agriculture,Incidental Loss of spp.,Shallow rock & reef,NO,,,,
Agriculture,Incidental Loss of spp.,Shallow sediment,NO,,,,
Agriculture,Incidental Loss of spp.,Shelf rock & reef,NO,,,,
Agriculture,Incidental Loss of spp.,Shelf sediment,NO,,,,
Agriculture,Incidental Loss of spp.,Slope rock & reef,NO,,,,
Agriculture,Incidental Loss of spp.,Slope sediment,NO,,,,
Agriculture,Incidental Loss of spp.,Deep Sea rock & reef,NO,,,,
Agriculture,Incidental Loss of spp.,Deep Sea Sediment,NO,,,,
Agriculture,Incidental Loss of spp.,Coastal Pelagic,NO,,,,
Agriculture,Incidental Loss of spp.,Shelf Pelagic,NO,,,,
Agriculture,Incidental Loss of spp.,Oceanic Pelagic,NO,,,,
Agriculture,Incidental Loss of spp.,Marine Mammals,NO,,,,
Agriculture,Incidental Loss of spp.,Pelagic Fish,NO,,,,
Agriculture,Incidental Loss of spp.,Demersal Fish,NO,,,,
Agriculture,Incidental Loss of spp.,Deep-sea Fish,NO,,,,
Agriculture,Incidental Loss of spp.,Deep-sea Elasmobranchs,NO,,,,
Agriculture,Incidental Loss of spp.,Pelagic Elasmobranchs,NO,,,,
Agriculture,Incidental Loss of spp.,Demersal Elasmobranchs,NO,,,,
Agriculture,Incidental Loss of spp.,Reptiles,NO,,,,
Agriculture,Incidental Loss of spp.,Marine birds,NO,,,,
Agriculture,Incidental Loss of spp.,Cephalopods,NO,,,,
Agriculture,Barriers,Littoral rock & reef,NO,,,,
Agriculture,Barriers,Littoral sediment,NO,,,,
Agriculture,Barriers,Mangroves,NO,,,,
Agriculture,Barriers,Saltmarshes,NO,,,,
Agriculture,Barriers, Shallow rock & reef,NO,,,,
Agriculture,Barriers,Shallow sediment,NO,,,,
Agriculture,Barriers,Shelf rock & reef,NO,,,,
Agriculture,Barriers,Shelf sediment,NO,,,,
Agriculture,Barriers,Slope rock & reef,NO,,,,
Agriculture,Barriers,Slope sediment,NO,,,,
Agriculture,Barriers, Deep Sea rock & reef,NO,,,,
Agriculture,Barriers,Deep Sea Sediment,NO,,,,
Agriculture,Barriers,Coastal Pelagic,NO,,,,
Agriculture,Barriers,Shelf Pelagic,NO,,,,
Agriculture,Barriers,Oceanic Pelagic,NO,,,,
Agriculture,Barriers,Marine Mammals,NO,,,,
Agriculture,Barriers,Pelagic Fish,NO,,,,
Agriculture,Barriers,Demersal Fish,NO,,,,
Agriculture,Barriers,Deep-sea Fish,NO,,,,
Agriculture,Barriers,Deep-sea Elasmobranchs,NO,,,,
Agriculture,Barriers,Pelagic Elasmobranchs,NO,,,,
Agriculture,Barriers,Demersal Elasmobranchs,NO,,,,
